query,chunk
"5.  ""Is Harry Potter responsible for attacks on Filch's cat and Creevey?""","Potter had some
sort of run-in with Filch. Next thing we know, Filch’s cat’s attacked. That first
year, Creevey, was annoying Potter at the Quidditch match, taking pictures of
him while he was lying in the mud. Next thing we know — Creevey’s been
attacked.”
“He always seems so nice, though,” said Hannah uncertainly, “and, well,
he’s the one who made You-Know-Who disappear. He can’t be all bad, can
he?”
Ernie lowered his voice mysteriously, the Hufflepuffs bent closer, and
Harry edged nearer so that he could catch Ernie’s words. "
"6.  ""Hannah Abbot's opinion of Harry Potter.""","Potter had some
sort of run-in with Filch. Next thing we know, Filch’s cat’s attacked. That first
year, Creevey, was annoying Potter at the Quidditch match, taking pictures of
him while he was lying in the mud. Next thing we know — Creevey’s been
attacked.”
“He always seems so nice, though,” said Hannah uncertainly, “and, well,
he’s the one who made You-Know-Who disappear. He can’t be all bad, can
he?”
Ernie lowered his voice mysteriously, the Hufflepuffs bent closer, and
Harry edged nearer so that he could catch Ernie’s words. "
"7.  ""The Hufflepuffs discussing Harry Potter's potential dark side.""","Potter had some
sort of run-in with Filch. Next thing we know, Filch’s cat’s attacked. That first
year, Creevey, was annoying Potter at the Quidditch match, taking pictures of
him while he was lying in the mud. Next thing we know — Creevey’s been
attacked.”
“He always seems so nice, though,” said Hannah uncertainly, “and, well,
he’s the one who made You-Know-Who disappear. He can’t be all bad, can
he?”
Ernie lowered his voice mysteriously, the Hufflepuffs bent closer, and
Harry edged nearer so that he could catch Ernie’s words. "
"8.  ""Harry Potter, Filch, Mrs. Norris and Colin Creevey, connected events.""","Potter had some
sort of run-in with Filch. Next thing we know, Filch’s cat’s attacked. That first
year, Creevey, was annoying Potter at the Quidditch match, taking pictures of
him while he was lying in the mud. Next thing we know — Creevey’s been
attacked.”
“He always seems so nice, though,” said Hannah uncertainly, “and, well,
he’s the one who made You-Know-Who disappear. He can’t be all bad, can
he?”
Ernie lowered his voice mysteriously, the Hufflepuffs bent closer, and
Harry edged nearer so that he could catch Ernie’s words. "
"9.  ""Dialogue about Harry Potter's good and bad qualities.""","Potter had some
sort of run-in with Filch. Next thing we know, Filch’s cat’s attacked. That first
year, Creevey, was annoying Potter at the Quidditch match, taking pictures of
him while he was lying in the mud. Next thing we know — Creevey’s been
attacked.”
“He always seems so nice, though,” said Hannah uncertainly, “and, well,
he’s the one who made You-Know-Who disappear. He can’t be all bad, can
he?”
Ernie lowered his voice mysteriously, the Hufflepuffs bent closer, and
Harry edged nearer so that he could catch Ernie’s words. "
"10. ""Why are Hufflepuffs whispering about Harry Potter?""","Potter had some
sort of run-in with Filch. Next thing we know, Filch’s cat’s attacked. That first
year, Creevey, was annoying Potter at the Quidditch match, taking pictures of
him while he was lying in the mud. Next thing we know — Creevey’s been
attacked.”
“He always seems so nice, though,” said Hannah uncertainly, “and, well,
he’s the one who made You-Know-Who disappear. He can’t be all bad, can
he?”
Ernie lowered his voice mysteriously, the Hufflepuffs bent closer, and
Harry edged nearer so that he could catch Ernie’s words. "
"11. ""Potter's run-in with Filch and subsequent cat attack.""","Potter had some
sort of run-in with Filch. Next thing we know, Filch’s cat’s attacked. That first
year, Creevey, was annoying Potter at the Quidditch match, taking pictures of
him while he was lying in the mud. Next thing we know — Creevey’s been
attacked.”
“He always seems so nice, though,” said Hannah uncertainly, “and, well,
he’s the one who made You-Know-Who disappear. He can’t be all bad, can
he?”
Ernie lowered his voice mysteriously, the Hufflepuffs bent closer, and
Harry edged nearer so that he could catch Ernie’s words. "
"12. ""Creevey taking pictures of Potter at Quidditch, then getting attacked.""","Potter had some
sort of run-in with Filch. Next thing we know, Filch’s cat’s attacked. That first
year, Creevey, was annoying Potter at the Quidditch match, taking pictures of
him while he was lying in the mud. Next thing we know — Creevey’s been
attacked.”
“He always seems so nice, though,” said Hannah uncertainly, “and, well,
he’s the one who made You-Know-Who disappear. He can’t be all bad, can
he?”
Ernie lowered his voice mysteriously, the Hufflepuffs bent closer, and
Harry edged nearer so that he could catch Ernie’s words. "
"13. ""Is Harry Potter secretly evil?""","Potter had some
sort of run-in with Filch. Next thing we know, Filch’s cat’s attacked. That first
year, Creevey, was annoying Potter at the Quidditch match, taking pictures of
him while he was lying in the mud. Next thing we know — Creevey’s been
attacked.”
“He always seems so nice, though,” said Hannah uncertainly, “and, well,
he’s the one who made You-Know-Who disappear. He can’t be all bad, can
he?”
Ernie lowered his voice mysteriously, the Hufflepuffs bent closer, and
Harry edged nearer so that he could catch Ernie’s words. "
"14. ""Ernie explaining why Harry Potter might be dangerous.""","Potter had some
sort of run-in with Filch. Next thing we know, Filch’s cat’s attacked. That first
year, Creevey, was annoying Potter at the Quidditch match, taking pictures of
him while he was lying in the mud. Next thing we know — Creevey’s been
attacked.”
“He always seems so nice, though,” said Hannah uncertainly, “and, well,
he’s the one who made You-Know-Who disappear. He can’t be all bad, can
he?”
Ernie lowered his voice mysteriously, the Hufflepuffs bent closer, and
Harry edged nearer so that he could catch Ernie’s words. "
"15. ""Harry Potter made Voldemort disappear, but is he still good?""","Potter had some
sort of run-in with Filch. Next thing we know, Filch’s cat’s attacked. That first
year, Creevey, was annoying Potter at the Quidditch match, taking pictures of
him while he was lying in the mud. Next thing we know — Creevey’s been
attacked.”
“He always seems so nice, though,” said Hannah uncertainly, “and, well,
he’s the one who made You-Know-Who disappear. He can’t be all bad, can
he?”
Ernie lowered his voice mysteriously, the Hufflepuffs bent closer, and
Harry edged nearer so that he could catch Ernie’s words. "
"16. ""Quote about Harry Potter seeming nice but potentially being dangerous.""","Potter had some
sort of run-in with Filch. Next thing we know, Filch’s cat’s attacked. That first
year, Creevey, was annoying Potter at the Quidditch match, taking pictures of
him while he was lying in the mud. Next thing we know — Creevey’s been
attacked.”
“He always seems so nice, though,” said Hannah uncertainly, “and, well,
he’s the one who made You-Know-Who disappear. He can’t be all bad, can
he?”
Ernie lowered his voice mysteriously, the Hufflepuffs bent closer, and
Harry edged nearer so that he could catch Ernie’s words. "
